#{"t_start": 1735350997.6984465, "env_id": "Swimmer-v5"}
r,l,t
-15.071104,1000,5.664966
-8.706458,1000,9.770554
-1.62107,1000,16.103255
-26.906614,1000,20.223106
-16.290788,1000,25.149201
-16.11106,1000,29.277735
-14.511239,1000,34.17789
6.258677,1000,38.238495
35.580746,1000,43.129051
36.284856,1000,47.266373
-17.153851,1000,52.160567
35.886528,1000,56.245542
4.062587,1000,61.032831
-14.133563,1000,65.05382
11.219827,1000,69.801001
29.150799,1000,73.841098
33.996656,1000,78.595404
11.053715,1000,82.627249
17.23432,1000,87.473874
32.558019,1000,91.624969
32.13925,1000,96.467837
25.935313,1000,100.606729
22.681813,1000,105.447546
29.501589,1000,109.487282
26.615786,1000,114.363631
17.408392,1000,118.489605
29.228801,1000,123.371576
31.037726,1000,127.424464
30.876633,1000,132.214663
34.185114,1000,136.214135
23.303267,1000,140.96546
36.920945,1000,144.983971
29.880965,1000,149.754367
29.748844,1000,153.765321
27.357443,1000,158.606179
33.994411,1000,162.695333
33.960331,1000,167.523144
31.158131,1000,171.618776
34.640061,1000,176.461761
31.979779,1000,180.488402
34.087876,1000,185.294464
38.556568,1000,189.403368
36.830392,1000,193.500703
48.020241,1000,198.291599
48.306338,1000,202.284852
49.792328,1000,206.977301
32.909009,1000,210.97573
44.028417,1000,215.685591
47.289439,1000,219.685522
69.52114,1000,224.393555
59.767067,1000,228.55118
62.043953,1000,233.356759
64.757107,1000,237.422527
76.407262,1000,242.226564
57.448853,1000,246.291438
66.629552,1000,251.030664
70.569893,1000,255.090152
75.98466,1000,259.917196
92.006359,1000,264.01193
83.397073,1000,268.807157
83.445526,1000,272.793233
94.557114,1000,277.475379
102.355013,1000,281.449179
89.73473,1000,286.170825
97.469676,1000,290.15416
98.068777,1000,294.880188
104.707608,1000,298.937307
100.770667,1000,303.738148
99.404341,1000,307.824875
114.930348,1000,312.622058
124.477254,1000,316.70081
117.909204,1000,321.440907
132.616113,1000,325.500438
119.27539,1000,330.312134
128.93145,1000,334.399338
127.407957,1000,339.218264
117.201403,1000,343.19373
146.867682,1000,347.908453
140.713336,1000,351.87691
136.383709,1000,356.572694
138.563369,1000,360.57128
143.760444,1000,365.280103
