#{"t_start": 1735350997.4976885, "env_id": "Swimmer-v5"}
r,l,t
-17.891987,1000,5.865192
-15.435336,1000,9.970801
-9.646791,1000,16.303495
-2.651832,1000,20.420556
-6.26946,1000,25.349418
26.371362,1000,29.477963
-5.810269,1000,34.37813
0.112221,1000,38.438732
18.076343,1000,43.329278
10.18922,1000,47.466614
6.144403,1000,52.360777
-15.447727,1000,56.445759
39.894649,1000,61.233056
27.422453,1000,65.254058
32.334954,1000,70.001223
2.725071,1000,74.041317
3.595899,1000,78.795646
33.577962,1000,82.827483
30.938936,1000,87.674088
32.071247,1000,91.825202
1.378053,1000,96.668047
4.649768,1000,100.806943
38.518742,1000,105.647761
31.722487,1000,109.687503
31.290726,1000,114.563867
34.889699,1000,118.689861
35.979412,1000,123.571783
13.642499,1000,127.624691
12.661071,1000,132.414909
41.466723,1000,136.41438
42.199203,1000,141.165691
30.108805,1000,145.184228
27.496542,1000,149.954597
15.17656,1000,153.965547
35.157037,1000,158.806426
33.923355,1000,162.895593
17.242717,1000,167.723371
50.729163,1000,171.819004
37.111104,1000,176.661961
30.72244,1000,180.688635
28.699343,1000,185.494691
31.052906,1000,189.603574
36.407145,1000,193.700904
56.140396,1000,198.491835
40.150618,1000,202.485076
47.698022,1000,207.177543
44.17238,1000,211.175969
50.732658,1000,215.885825
41.88911,1000,219.885746
50.465944,1000,224.593804
57.558559,1000,228.751353
62.86332,1000,233.556967
68.140155,1000,237.622756
64.504736,1000,242.426802
80.399567,1000,246.491641
71.499464,1000,251.230907
70.825744,1000,255.290392
84.461889,1000,260.117432
73.694548,1000,264.21215
77.773909,1000,269.007399
91.406155,1000,272.993484
84.24117,1000,277.67564
82.804075,1000,281.649401
101.935896,1000,286.371057
94.095578,1000,290.354382
84.787592,1000,295.080454
101.099484,1000,299.137505
100.753541,1000,303.93838
102.405003,1000,308.025106
95.407585,1000,312.822286
115.547641,1000,316.901021
113.742044,1000,321.641138
130.07366,1000,325.700624
121.674602,1000,330.512365
119.258794,1000,334.599526
143.188486,1000,339.418496
141.181333,1000,343.393966
141.301559,1000,348.10868
133.546391,1000,352.077152
132.246253,1000,356.772579
137.022028,1000,360.771524
146.77508,1000,365.480346
148.671799,1000,369.535835
151.671294,1000,374.348625
151.982104,1000,378.404243
162.373436,1000,382.474318
157.980343,1000,387.299181
160.318833,1000,391.346035
167.657152,1000,396.106935
170.225042,1000,400.162742
171.641775,1000,405.025906
178.439404,1000,409.096311
173.69541,1000,413.844203
166.65168,1000,417.825472
176.872282,1000,422.556103
166.96862,1000,426.549723
174.191434,1000,431.259935
176.231716,1000,435.261186
171.678668,1000,439.982106
161.687128,1000,444.059977
190.021167,1000,448.850979
182.508748,1000,452.900226
191.010432,1000,457.701056
183.067385,1000,461.774669
189.456624,1000,466.507558
187.568173,1000,470.564301
187.065988,1000,475.378168
190.248445,1000,479.486854
174.152254,1000,484.255195
194.42732,1000,488.244776
182.083156,1000,492.972289
187.888015,1000,496.933259
185.986209,1000,501.654662
187.511438,1000,505.649999
189.019643,1000,510.366626
185.230332,1000,514.438958
184.077106,1000,519.278829
183.033207,1000,523.329115
190.991519,1000,528.135423
198.849769,1000,532.219853
174.216118,1000,536.98103
180.013534,1000,541.017634
176.37346,1000,545.841084
194.217128,1000,549.928506
192.314016,1000,554.752467
183.248194,1000,558.740575
191.32207,1000,563.444813
184.902112,1000,567.427528
196.194069,1000,571.384653
174.426093,1000,576.118106
175.157926,1000,580.0915
186.926723,1000,584.866138
179.652507,1000,588.927809
185.702706,1000,593.722263
190.542692,1000,597.799836
188.824151,1000,602.603864
189.261726,1000,606.684469
188.369585,1000,611.419827
183.355709,1000,615.481575
187.163891,1000,620.303153
189.696128,1000,624.395432
199.143151,1000,629.13502
202.256117,1000,633.117678
194.673993,1000,637.815911
193.595986,1000,641.781616
181.420604,1000,646.476395
185.511687,1000,650.466781
191.93144,1000,655.203372
204.698647.73212413101.359633,1000,651.7379071497.828305,1000,656.507149192.423015,1000,660.492008
88.406754,1000,665.226995
100.245587,1000,669.124681
96.992425,1000,673.70434
92.955963,1000,677.563954
101.920799,1000,682.166368
104.671798,1000,686.046722
90.478026,1000,690.646237
94.25109,1000,694.599771
90.791779,1000,699.326864
94.310511,1000,703.303107
98.436642,1000,708.030898
88.513211,1000,712.019948
96.531419,1000,716.753154
86.838433,1000,720.66252
94.547307,1000,725.438111
87.768348,1000,729.443211
90.785119,1000,734.177254
91.573032,1000,738.048529
79.28413,1000,741.921765
84.532254,1000,746.504877
93.941513,1000,750.371118
92.681423,1000,754.998387
85.118049,1000,758.872767
82.982312,1000,763.550449
91.651563,1000,767.53147
90.903042,1000,772.295211
82.780732,1000,776.255316
85.232717,1000,781.011648
84.048893,1000,784.987935
87.496228,1000,789.647627
83.663699,1000,793.624277
87.282651,1000,798.40188
84.142765,1000,802.38911
88.484954,1000,807.138636
66.608708,1000,811.040606
82.501732,1000,815.677445
74.39792,1000,819.541293
76.228874,1000,824.126489
75.638806,1000,828.00003
66.742272,1000,832.671234
72.650147,1000,836.546391
82.546839,1000,841.306472
81.481951,1000,845.282338
81.797292,1000,850.027601
78.864864,1000,854.008386
79.722694,1000,858.774373
90.756166,1000,862.722058
80.952618,1000,867.440278
91.192649,1000,871.433465
91.478701,1000,876.21026
89.882355,1000,880.22163
87.41119,1000,884.906544
94.437552,1000,888.793105
83.376674,1000,893.397501
80.31455,1000,897.268657
85.185457,1000,901.858048
78.643752,1000,905.746167
85.42102,1000,910.362799
94.117636,1000,914.30692
91.683789,1000,919.016829
92.041455,1000,922.99309
94.882798,1000,926.959481
93.790596,1000,931.712511
90.144706,1000,935.70727
83.717743,1000,940.38752
94.289129,1000,944.342378
96.248443,1000,949.1323
89.480966,1000,953.108925
87.613149,1000,957.880534
96.886925,1000,961.831707
91.115936,1000,966.452579
87.52931,1000,970.316972
90.120103,1000,974.904991
85.626133,1000,978.769712
83.364729,1000,983.415499
83.541475,1000,987.294375
96.596157,1000,991.976825
99.196259,1000,995.951078
89.771924,1000,1000.681215
87.6467,1000,1004.641608
96.748377,1000,1009.355019
88.694133,1000,1013.342922
96.059476,1000,1017.988509
87.002619,1000,1021.943786
91.283717,1000,1026.743838
90.373582,1000,1030.73487
92.666557,1000,1035.527173
81.940647,1000,1039.407392
82.64829,1000,1044.016206
91.029435,1000,1047.880951
92.686297,1000,1052.473516
81.021271,1000,1056.35885
93.46349,1000,1060.955538
90.101104,1000,1064.93891
90.246275,1000,1069.677648
94.899462,1000,1073.673752
85.664408,1000,1078.435014
89.404034,1000,1082.417881
88.14278,1000,1087.156116
89.733172,1000,1091.07512
83.624114,1000,1095.92395
86.266977,1000,1099.900059
91.868355,1000,1103.891587
85.124492,1000,1108.504433
83.770662,1000,1112.367462
81.25746,1000,1116.973358
81.819223,1000,1120.848857
91.01884,1000,1125.442885
82.227174,1000,1129.358791
92.723548,1000,1134.050569
87.935799,1000,1138.02967
94.985719,1000,1142.777257
93.472225,1000,1146.748864
93.195722,1000,1151.482861
91.478541,1000,1155.477407
91.121625,1000,1160.147749
88.346053,1000,1164.13079
90.41573,1000,1168.9561
90.808371,1000,1172.96391
88.446417,1000,1177.701364
85.373845,1000,1181.60248
97.944113,1000,1186.178995
93.077279,1000,1190.056753
100.062398,1000,1194.656145
93.509393,1000,1198.530942
97.166783,1000,1203.151005
84.435196,1000,1207.110586
88.357251,1000,1211.850966
89.00023,1000,1215.851207
90.111499,1000,1220.592145
98.989161,1000,1224.574709
91.855098,1000,1229.338276
94.218598,1000,1233.230992
99.628726,1000,1237.994131
92.477217,1000,1241.987582
94.394092,1000,1246.759253
98.101949,1000,1250.749043
81.057173,1000,1255.400686
94.76481,1000,1259.26502
91.488541,1000,1263.861056
99.604763,1000,1267.746594
89.703675,1000,1272.35221
96.813493,1000,1276.242543
90.926498,1000,1280.961182
87.899103,1000,1284.944322
83.631144,1000,1288.919624
86.833508,1000,1293.695429
93.416928,1000,1297.681664
89.367822,1000,1302.442365
89.70022,1000,1306.373105
86.969363,1000,1311.110619
90.898345,1000,1315.113042
100.2893,1000,1319.938504
89.9785,1000,1323.876467
92.012093,1000,1328.51497
88.919682,1000,1332.390919
95.698044,1000,1336.971474
96.119302,1000,1340.851476
90.374063,1000,1345.495977
92.320869,1000,1349.357809
90.795039,1000,1354.068755
99.657869,1000,1358.050936
97.042949,1000,1362.785348
88.665552,1000,1366.762104
92.463332,1000,1371.535666
102.493781,1000,1375.540403
95.11714,1000,1380.165128
91.954924,1000,1384.182994
92.403749,1000,1388.965992
91.422961,1000,1392.959696
86.623972,1000,1397.734502
92.353505,1000,1401.63707
91.911351,1000,1406.238605
87.85569,1000,1410.111573
95.09057,1000,1414.711503
95.022938,1000,1418.600363
99.186204,1000,1423.231792
92.491353,1000,1427.180755
90.424443,1000,1431.949069
93.346911,1000,1435.96105
92.173591,1000,1440.694617
88.670435,1000,1444.678936
98.030026,1000,1449.475071
97.938195,1000,1453.350432
92.223411,1000,1458.168215
92.392705,1000,1462.174042
86.888415,1000,1466.949498
96.689891,1000,1470.88714
96.633706,1000,1474.785814
89.211621,1000,1479.385403
99.60469,1000,1483.26818
94.19483,1000,1487.853641
90.187848,1000,1491.78114
91.094152,1000,1496.371232
83.394107,1000,1500.351624
89.341679,1000,1505.097809
90.696434,1000,1509.090455
92.972774,1000,1513.808702
90.009842,1000,1517.794183
93.818072,1000,1522.562742
100.104843,1000,1526.447587
95.385335,1000,1531.251647
97.876722,1000,1535.24055
89.307323,1000,1540.039423
90.443708,1000,1543.968843
94.988086,1000,1548.626654
95.488745,1000,1552.507818
89.833142,1000,1557.0935
78.037687,1000,1560.971493
83.041949,1000,1565.640939
84.529239,1000,1569.510205
95.691693,1000,1574.261436
90.254932,1000,1578.240615
87.075044,1000,1582.980444
92.961765,1000,1586.960922
79.881973,1000,1591.732805
93.036033,1000,1595.704601
96.668608,1000,1600.375808
93.73384,1000,1604.371766
87.862008,1000,1609.139577
85.729486,1000,1613.13069
92.695612,1000,1617.924382
92.703977,1000,1621.801154
91.69916,1000,1626.438393
94.06574,1000,1630.306767
90.810801,1000,1634.901225
93.055562,1000,1638.766651
90.805973,1000,1643.406853
90.633414,1000,1647.308979
93.586766,1000,1652.073078
82.456739,1000,1656.067144
94.278505,1000,1660.050957
96.270668,1000,1664.81728
85.67926,1000,1668.826559
93.726503,1000,1673.515227
83.832419,1000,1677.486217
87.462485,1000,1682.295311
91.433362,1000,1686.284338
92.607484,1000,1691.064453
89.001322,1000,1694.951354
92.557805,1000,1699.55275
94.925892,1000,1703.443327
95.230724,1000,1708.03568
92.943202,1000,1711.960914
93.352081,1000,1716.565984
93.699827,1000,1720.540095
100.437803,1000,1725.304883
93.551138,1000,1729.301234
86.94289,1000,1734.043858
87.620947,1000,1738.054047
91.887352,1000,1742.794415
96.764635,1000,1746.719906
84.592639,1000,1751.504925
87.389936,1000,1755.518761
86.263653,1000,1760.319455
94.149339,1000,1764.219193
87.331544,1000,1768.838835
83.358326,1000,1772.699724
89.461303,1000,1777.308378
89.376688,1000,1781.185279
83.437516,1000,1785.812039
88.454714,1000,1789.742471
87.902934,1000,1794.526248
80.140717,1000,1798.490033
83.482343,1000,1803.259781
89.003577,1000,1807.253212
87.971772,1000,1812.028461
82.168879,1000,1815.953979
83.047433,1000,1820.708444
86.447708,1000,1824.711768
82.683742,1000,1829.524439
79.173354,1000,1833.503462
83.34743,1000,1838.135647
92.108367,1000,1842.025953
84.008174,1000,1845.901794
88.588837,1000,1850.495979
90.163579,1000,1854.379064
91.787894,1000,1859.004964
85.955401,1000,1862.882161
90.267556,1000,1867.636005
76.980462,1000,1871.628107
80.169236,1000,1876.374433
90.507654,1000,1880.370183
84.515063,1000,1885.143298
85.917459,1000,1889.127579
91.14089,1000,1893.77518
99.042681,1000,1897.796282
84.685643,1000,1902.552531
93.413597,1000,1906.552938
94.601374,1000,1911.292514
86.840666,1000,1915.191004
90.270971,1000,1919.78107
87.247583,1000,1923.657627
84.433982,1000,1928.257682
86.989741,1000,1932.16479
91.620325,1000,1936.766564
84.32985,1000,1940.77732
90.002635,1000,1945.536373
88.950542,1000,1949.518964
83.489022,1000,1954.258031
93.930536,1000,1958.280168
86.401943,1000,1963.009363
84.946124,1000,1966.930297
83.550018,1000,1971.708846
96.988017,1000,1975.70051
92.993585,1000,1980.515745
93.703364,1000,1984.441736
90.462077,1000,1989.089784
89.849256,1000,1992.965116
90.395315,1000,1997.56397
89.173173,1000,2001.449457
89.663327,1000,2006.1185
87.622337,1000,2009.998266
88.027095,1000,2014.714757
86.68627,1000,2018.707011
88.456778,1000,2023.460813
94.387111,1000,2027.44576
81.855955,1000,2031.459302
88.933267,1000,2036.220507
80.725842,1000,2040.123642
90.575663,1000,2044.895831
83.688861,1000,2048.926516
92.474946,1000,2053.689493
86.561895,1000,2057.65502
79.804022,1000,2062.273305
89.546746,1000,2066.149601
89.281146,1000,2070.742343
98.332252,1000,2074.622509
96.246455,1000,2079.253344
89.932619,1000,2083.133288
90.177978,1000,2087.913658
92.732331,1000,2091.914649
87.193683,1000,2096.678266
91.366031,1000,2100.684274
94.477024,1000,2105.444962
94.872573,1000,2109.442859
87.26241,1000,2114.110924
96.965065,1000,2118.148206
95.761892,1000,2122.923541
89.905878,1000,2126.928031
96.286313,1000,2131.544035
81.057644,1000,2135.432539
94.762904,1000,2140.039267
90.557151,1000,2143.907199
89.025334,1000,2148.518836
91.852115,1000,2152.429137
90.589511,1000,2157.152082
71.956281,1000,2161.143815
84.552095,1000,2165.917906
82.728015,1000,2169.890085
97.215236,1000,2174.657762
89.05808,1000,2178.660774
85.546368,1000,2183.316644
97.5388,1000,2187.322293
82.444676,1000,2192.112415
87.866402,1000,2196.111313
68.91803,1000,2200.886918
88.874254,1000,2204.810947
89.638543,1000,2208.714452
90.801867,1000,2213.31583
90.415143,1000,2217.206278
95.971225,1000,2221.795133
79.912844,1000,2225.714379
88.864953,1000,2230.309622
89.186422,1000,2234.321289
89.910822,1000,2239.070263
91.71773,1000,2243.081451
99.293815,1000,2247.805521
85.326734,1000,2251.819708
94.912532,1000,2256.546136
92.924072,1000,2260.447689
82.79738,1000,2265.220601
83.14742,1000,2269.232589
88.857626,1000,2274.005635
90.052099,1000,2278.016149
95.979905,1000,2282.671713
93.636867,1000,2286.575722
86.341682,1000,2291.165991
92.319542,1000,2295.054365
85.762908,1000,2299.646976
89.756666,1000,2303.578152
97.080611,1000,2308.17217
96.402405,1000,2312.168214
100.948623,1000,2316.905585
94.541393,1000,2320.89237
97.608464,1000,2325.628987
99.954942,1000,2329.629098
88.855767,1000,2334.395308
88.133868,1000,2338.289564
93.717567,1000,2343.104599
89.697979,1000,2347.136776
93.928787,1000,2351.911519
95.27162,1000,2355.81238
89.680325,1000,2360.416543
90.25887,1000,2364.298562
90.210809,1000,2368.907354
92.920202,1000,2372.791688
78.369338,1000,2377.421498
97.146511,1000,2381.381729
83.670865,1000,2386.111526
89.379985,1000,2390.088457
88.538167,1000,2394.090929
85.962354,1000,2398.83311
92.098483,1000,2402.834557
85.459649,1000,2407.52746
