#{"t_start": 1735350997.5423539, "env_id": "Swimmer-v5"}
r,l,t
1.301997,1000,5.819444
6.099336,1000,9.925091
-28.310519,1000,16.257777
-5.920422,1000,20.374845
1.962552,1000,25.303649
5.464396,1000,29.432231
-21.251655,1000,34.332377
-18.928583,1000,38.393016
22.334407,1000,43.283553
-16.045861,1000,47.420887
24.809862,1000,52.315044
5.093468,1000,56.400033
10.28928,1000,61.187311
0.480822,1000,65.208329
29.39523,1000,69.955465
2.067039,1000,73.995599
10.047593,1000,78.749924
4.833832,1000,82.781771
27.312346,1000,87.628336
16.511754,1000,91.779433
33.288255,1000,96.622285
27.201733,1000,100.761193
9.617793,1000,105.60205
24.623402,1000,109.641789
30.490323,1000,114.518183
33.264293,1000,118.644123
31.438361,1000,123.526014
21.233339,1000,127.579019
33.533291,1000,132.369197
27.008681,1000,136.368657
31.104615,1000,141.119945
22.078006,1000,145.138497
30.254827,1000,149.908903
37.919748,1000,153.919818
25.698507,1000,158.760715
32.491165,1000,162.849894
31.111427,1000,167.677632
37.398439,1000,171.773255
31.645893,1000,176.616203
24.394763,1000,180.642961
29.19042,1000,185.448958
34.327577,1000,189.557838
34.329792,1000,193.655143
42.597072,1000,198.44612
44.912893,1000,202.43934
40.942988,1000,207.131821
39.020101,1000,211.130268
53.172373,1000,215.840104
45.111318,1000,219.840045
69.292613,1000,224.54808
57.303569,1000,228.705573
57.059147,1000,233.50817
71.269117,1000,237.577074
61.725096,1000,242.381042
54.977865,1000,246.445903
68.066797,1000,251.185213
73.985202,1000,255.244685
88.527705,1000,260.071709
83.319758,1000,264.166446
79.761578,1000,268.961695
83.273599,1000,272.947769
80.433161,1000,277.629908
83.693834,1000,281.603679
94.72545,1000,286.325352
97.44328,1000,290.308673
91.587337,1000,295.034781
108.929395,1000,299.091741
102.982825,1000,303.892614
107.725979,1000,307.979391
113.292078,1000,312.776579
115.682833,1000,316.855263
122.399415,1000,321.595413
115.057822,1000,325.654873
113.258034,1000,330.466644
130.668671,1000,334.55377
138.000796,1000,339.372839
142.157553,1000,343.348277
128.531544,1000,348.063
137.578365,1000,352.031433
137.018237,1000,356.726848
140.19587,1000,360.725861
155.053784,1000,365.43464
144.431384,1000,369.490126
156.323045,1000,374.302915
149.185209,1000,378.35849
152.115831,1000,382.428576
166.616414,1000,387.253497
148.425217,1000,391.300317
164.130032,1000,396.061213
167.190514,1000,400.117022
168.480377,1000,404.980123
150.461365,1000,409.05059
170.313572,1000,413.798506
166.782501,1000,417.779794
178.206604,1000,422.51041
180.857738,1000,426.50399
178.277755,1000,431.214209
182.512509,1000,435.215491
188.775176,1000,439.936386
176.601299,1000,444.014245
192.728165,1000,448.805256
178.260526,1000,452.85454
176.637029,1000,457.655355
181.811839,1000,461.728945
188.36201,1000,466.461879
187.297797,1000,470.518383
196.66974,1000,475.332463
185.934992,1000,479.441159
180.404857,1000,484.209489
185.496277,1000,488.199076
181.350619,1000,492.926597
182.188195,1000,496.887547
190.782714,1000,501.608938
179.600204,1000,505.604169
170.851237,1000,510.320907
185.594086,1000,514.393215
171.29653,1000,519.233101
183.760398,1000,523.283362
182.462102,1000,528.089646
185.865857,1000,532.174172
189.341155,1000,536.935314
187.652205,1000,540.971892
174.235692,1000,545.79532
187.796432,1000,549.882786
176.483428,1000,554.706783
192.541281,1000,558.694886
188.834132,1000,563.399114
189.099485,1000,567.381835
188.140454,1000,571.338944
192.040675,1000,576.072315
190.131383,1000,580.045815
185.522128,1000,584.820412
169.012434,1000,588.882106
189.20604,1000,593.676535
187.756337,1000,597.754144
191.376531,1000,602.558155
183.989715,1000,606.638798
199.114241,1000,611.374126
198.378613,1000,615.43581
198.215015,1000,620.257437
180.715344,1000,624.34972
183.636618,1000,629.089328
176.817163,1000,633.071948
191.059802,1000,637.770213
191.668027,1000,641.735879
186.136028,1000,646.430683
189.674488,1000,650.421068
195.051764,1000,655.15767
