#{"t_start": 1735350997.649325, "env_id": "Swimmer-v5"}
r,l,t
-0.726699,1000,5.713012
-10.813203,1000,9.818645
-1.594812,1000,16.15133
11.876572,1000,20.2684
3.892862,1000,25.197215
6.911596,1000,29.325805
26.144479,1000,34.225945
-11.827524,1000,38.28657
-9.090161,1000,43.177101
1.621485,1000,47.31445
35.818445,1000,52.208608
20.514145,1000,56.293593
6.480535,1000,61.080875
27.557594,1000,65.101893
36.810324,1000,69.849033
17.265931,1000,73.889143
30.509326,1000,78.64349
-5.297375,1000,82.675318
30.843782,1000,87.521908
15.169352,1000,91.673004
5.537539,1000,96.515863
32.385469,1000,100.654763
7.263432,1000,105.495603
13.044123,1000,109.535342
29.265572,1000,114.411721
30.377482,1000,118.537691
31.221403,1000,123.419595
35.837337,1000,127.472538
32.195321,1000,132.262721
13.337338,1000,136.262215
24.464669,1000,141.01352
22.452738,1000,145.032062
31.87615,1000,149.802461
15.302987,1000,153.813393
30.880074,1000,158.654275
39.1711,1000,162.743448
32.714891,1000,167.571214
33.363372,1000,171.666827
28.962673,1000,176.509791
41.034381,1000,180.536486
27.796276,1000,185.34253
36.515081,1000,189.4514
38.060775,1000,193.548724
29.060463,1000,198.339672
31.261694,1000,202.332887
44.658558,1000,207.025362
42.931797,1000,211.023825
49.518852,1000,215.733672
38.099752,1000,219.733593
54.076838,1000,224.441649
62.549153,1000,228.59916
62.256604,1000,233.404757
55.310908,1000,237.470597
70.480264,1000,242.274608
72.498755,1000,246.339454
70.573435,1000,251.078749
84.52084,1000,255.138234
78.9584,1000,259.965262
80.683385,1000,264.06
87.185105,1000,268.855237
78.082922,1000,272.841328
97.924128,1000,277.523474
82.750602,1000,281.497224
93.904592,1000,286.218901
93.31238,1000,290.20221
110.222101,1000,294.928306
109.460102,1000,298.98531
94.067058,1000,303.786161
102.967722,1000,307.872946
99.922063,1000,312.67013
115.830183,1000,316.748827
121.363925,1000,321.488962
110.352772,1000,325.548453
127.467496,1000,330.360201
126.08216,1000,334.447358
142.037292,1000,339.266368
121.723423,1000,343.241837
137.550216,1000,347.956553
137.698587,1000,351.924982
142.422785,1000,356.620413
143.617155,1000,360.619388
141.784925,1000,365.328186
139.353166,1000,369.383671
146.022198,1000,374.196473
155.050601,1000,378.252063
162.987318,1000,382.322134
158.334047,1000,387.14705
152.954499,1000,391.193869
168.206855,1000,395.954781
168.673225,1000,400.010574
162.149265,1000,404.873719
154.810291,1000,408.944149
163.645394,1000,413.692071
168.472198,1000,417.673341
166.513619,1000,422.403947
167.211007,1000,426.397568
175.058769,1000,431.107768
182.015703,1000,435.109024
169.505282,1000,439.829943
173.685152,1000,443.907801
181.756694,1000,448.698821
190.371673,1000,452.748089
180.958661,1000,457.548881
184.448315,1000,461.622519
190.44647,1000,466.355402
175.730516,1000,470.411954
195.2989,1000,475.226002
193.032342,1000,479.334715
194.019949,1000,484.103034
183.18466,1000,488.092627
179.289359,1000,492.82012
184.996765,1000,496.781091
182.997472,1000,501.502504
175.489047,1000,505.497781
188.612579,1000,510.21446
193.723825,1000,514.286788
179.023467,1000,519.126651
178.650584,1000,523.176926
178.810038,1000,527.98322
180.917997,1000,532.067694
185.712853,1000,536.82887
172.770308,1000,540.865471
198.903856,1000,545.688883
183.588186,1000,549.776345
173.663742,1000,554.600314
184.175363,1000,558.58843
182.777775,1000,563.292663
183.684217,1000,567.275371
188.560012,1000,571.232495
180.638555,1000,575.965864
191.070302,1000,579.939367
187.817763,1000,584.713971
183.398955,1000,588.775645
185.08756,1000,593.570096
189.762619,1000,597.647679
181.483074,1000,602.451699
187.202649,1000,606.532342
186.538824,1000,611.26767
177.667019,1000,615.329385
180.172095,1000,620.150991
195.088772,1000,624.243279
201.742129,1000,628.982872
196.246518,1000,632.965522
186.114025,1000,637.663763
194.484843,1000,641.62946
185.869008,1000,646.324236
194.36223,1000,650.314626
201.002481,1000,655.051221
195.452099,1000,659.11847.600416
101.026748,1000,651.606225
95.760183,1000,656.375459
94.315787,1000,660.360314
102.33498,1000,665.095297
88.946521,1000,668.993009
95.118479,1000,673.572658
98.964037,1000,677.432267
100.902877,1000,682.034689
101.00266,1000,685.915044
97.318184,1000,690.514559
101.707932,1000,694.468087
79.699556,1000,699.195178
96.355615,1000,703.171401
93.909617,1000,707.899232
92.75694,1000,711.884515
96.31293,1000,716.621463
95.390382,1000,720.530875
92.828865,1000,725.306437
88.776726,1000,729.311528
77.202256,1000,734.045585
88.70818,1000,737.916851
91.184353,1000,741.79008
77.100523,1000,746.37319
89.53686,1000,750.239443
93.00075,1000,754.866714
92.3043,1000,758.741088
83.913749,1000,763.41877
83.009807,1000,767.399726
87.345663,1000,772.163536
75.922311,1000,776.123632
94.148994,1000,780.879939
83.238659,1000,784.856238
82.619252,1000,789.515954
96.060615,1000,793.492435
75.770067,1000,798.270015
73.799134,1000,802.25742
73.351392,1000,807.006955
85.631468,1000,810.908924
73.635299,1000,815.545758
78.463915,1000,819.409612
86.896003,1000,823.994815
80.476479,1000,827.868356
69.284039,1000,832.539564
75.360571,1000,836.41469
76.8045,1000,841.174795
81.507361,1000,845.150638
90.855478,1000,849.895929
75.987319,1000,853.876704
91.522319,1000,858.642706
81.681427,1000,862.590384
82.631419,1000,867.308587
78.245847,1000,871.301762
91.231919,1000,876.078582
76.18687,1000,880.089918
84.951792,1000,884.774851
74.523619,1000,888.661425
89.98417,1000,893.265817
91.156501,1000,897.137002
88.5214,1000,901.726377
95.28994,1000,905.614485
89.713349,1000,910.231109
82.32534,1000,914.175248
86.435203,1000,918.885144
90.387194,1000,922.861419
99.817529,1000,926.82777
84.731853,1000,931.580785
94.226234,1000,935.575558
82.172799,1000,940.255857
97.97821,1000,944.210695
88.362391,1000,949.000619
97.229828,1000,952.977249
92.395921,1000,957.748722
91.788315,1000,961.700027
97.092027,1000,966.320892
91.516934,1000,970.185296
88.980607,1000,974.77331
91.367158,1000,978.638038
88.000446,1000,983.283817
82.510125,1000,987.1627
90.040814,1000,991.845138
96.857431,1000,995.819407
99.309604,1000,1000.549507
91.664538,1000,1004.509926
94.718136,1000,1009.22335
91.740269,1000,1013.211208
91.165743,1000,1017.856822
75.281597,1000,1021.812111
99.138606,1000,1026.612153
89.228101,1000,1030.603012
94.082084,1000,1035.395494
96.674862,1000,1039.275711
86.117496,1000,1043.8807
82.991756,1000,1047.749286
91.058896,1000,1052.341845
94.726241,1000,1056.227142
93.315565,1000,1060.82386
95.019291,1000,1064.807213
87.526492,1000,1069.545964
98.480809,1000,1073.542083
100.51421,1000,1078.303308
84.14875,1000,1082.286183
82.616608,1000,1087.024429
87.219221,1000,1090.943394
79.461077,1000,1095.792275
90.73968,1000,1099.768377
94.184597,1000,1103.759899
93.141453,1000,1108.372739
86.88711,1000,1112.23579
93.146213,1000,1116.841686
88.845536,1000,1120.717181
74.970269,1000,1125.311203
90.789727,1000,1129.227128
82.307219,1000,1133.918859
88.095383,1000,1137.897983
89.501914,1000,1142.645537
87.684073,1000,1146.617157
93.030304,1000,1151.351182
92.563348,1000,1155.345694
94.235866,1000,1160.01607
97.169316,1000,1163.999108
83.17906,1000,1168.824397
98.507206,1000,1172.832225
88.829718,1000,1177.569682
91.534316,1000,1181.470806
93.21388,1000,1186.047286
83.536469,1000,1189.92508
93.593477,1000,1194.524458
74.222654,1000,1198.399264
94.024308,1000,1203.019331
102.999951,1000,1206.978914
93.973317,1000,1211.71927
94.197578,1000,1215.719534
87.024168,1000,1220.460431
88.646383,1000,1224.443025
85.556043,1000,1229.206586
93.205732,1000,1233.099321
98.48015,1000,1237.862314
94.618348,1000,1241.855897
89.953784,1000,1246.627491
90.701674,1000,1250.617359
92.941026,1000,1255.269014
88.047145,1000,1259.13335
92.665262,1000,1263.72938
97.368129,1000,1267.614907
100.203258,1000,1272.220521
100.358657,1000,1276.110877
92.360025,1000,1280.829504
94.569004,1000,1284.812628
99.032885,1000,1288.787925
91.894832,1000,1293.563754
92.099102,1000,1297.549948
94.117413,1000,1302.310671
96.780739,1000,1306.241421
90.030254,1000,1310.978916
89.349728,1000,1314.981351
89.548043,1000,1319.806775
96.336611,1000,1323.744781
92.111208,1000,1328.383292
96.455419,1000,1332.259247
96.738281,1000,1336.839793
97.077117,1000,1340.719803
96.142375,1000,1345.364302
