#{"t_start": 1735350998.6071372, "env_id": "Hopper-v5"}
r,l,t57.75924,11,1.836258
6676.524131,41,1.964543
14.874653,41,2.140001
33.24574,42,2.321237
48.196645,42,2.500537
61.877676,27,2.615813
59.479398,22,2.70934
44.62738,42,2.88876
61.463514,24,2.990281
60.315522,24,3.092125
-19.139534,20,3.176817
-22.655221,16,3.244675
-24.017711,14,3.303601
-20.272163,21,3.391533
53.419889,19,3.471855
-21.895119,18,3.547802
-2.293945,37,3.703255
51.840179,18,3.779258
68.792019,28,3.896781
51.768336,41,4.072512
-18.556039,22,4.164984
72.523974,32,4.298679
68.960001,32,4.437935
-15.384291,21,4.525514
69.425204,34,4.671138
63.863728,42,4.855674
9.903884,41,5.028522
-18.61309,21,5.117541
53.117948,41,5.290321
-24.07115,15,5.353633
-30.132716,13,5.415257
72.742095,36,5.570136
55.251592,17,5.641469
-10.931638,27,5.754483
-15.964302,21,5.8428
-17.061896,20,5.927024
60.198911,21,6.015162
47.59676,13,6.070874
37.231693,42,6.250999
51.846661,16,6.318128
64.433169,26,6.426157
73.290251,41,6.598063
-28.396873,10,6.640543
73.772281,39,6.804107
-15.920315,23,6.900547
-9.661656,27,7.013138
65.75804,25,7.119514
63.610448,27,7.233427
53.786964,20,7.316424
57.075435,42,7.491766
60.330544,22,7.582652
12.73416,41,7.75423
63.732317,30,7.878978
58.837746,24,7.978815
-18.877078,21,8.066573
60.13789,25,8.171134
62.274686,24,8.270636
59.75356,23,8.366406
63.722038,26,8.474843
58.143656,23,8.570624
73.921285,36,8.719596
73.094139,37,8.873055
-9.711096,31,9.0012
67.188728,29,9.121735
59.34397,24,9.221678
-22.008454,16,9.287915
59.786371,26,9.39801
66.854779,29,9.518705
58.991528,23,9.614041
63.16115,26,9.722372
-9.740436,26,9.833431
48.617122,12,9.883649
11.955007,42,10.061313
-26.447593,13,10.114666
48.065133,14,10.171384
55.830831,19,10.248981
54.096431,19,12.487733
52.061571,15,12.550839
50.364532,14,12.609746
62.907331,26,12.722643
59.424596,42,12.898007
59.677714,24,12.99809
77.929796,40,13.165895
65.302307,30,13.302703
67.723644,28,13.42027
55.451924,17,13.49201
53.074587,19,13.572226
67.308145,30,13.697611
63.547492,25,13.802513
-22.499549,19,13.883015
12.286056,42,14.063942
53.007846,15,14.126881
73.984346,31,14.257027
72.415533,41,14.428325
55.529067,17,14.49926
53.508691,15,14.562052
62.659301,24,14.662297
52.063979,13,14.716948
-24.935074,14,14.775552
53.424423,16,14.842314
-10.038806,35,14.988495
-33.884876,12,15.039095
63.300206,23,15.134463
54.406435,19,15.213649
67.787603,34,15.355698
61.294254,23,15.451665
56.729685,41,15.622977
53.799768,18,15.698047
46.833102,13,15.753056
67.477095,27,15.865329
62.629332,27,15.978816
-24.413566,14,16.041106
2.310988,38,16.199669
57.643899,23,16.296714
-12.550379,25,16.401503
74.714624,37,16.555375
61.036519,27,16.668251
64.121085,23,16.764856
66.476879,30,16.890342
60.726469,21,16.978475
-26.170489,12,17.02963
56.200309,18,17.108564
53.35972,17,17.180293
65.0567,25,17.28431
73.788554,36,17.435102
-22.008835,17,17.505915
60.844414,27,17.619489
51.057068,42,17.794871
58.757487,19,17.874699
-15.629219,22,17.967155
66.27421,27,18.083704
66.061834,29,18.208755
63.494547,28,18.329243
71.601685,33,18.466912
69.756262,30,18.592095
35.170465,42,18.767599
58.508666,19,18.8467
65.772478,30,18.982959
66.509406,32,19.119882
64.502729,28,19.238997
-22.312466,18,19.314906
-22.369749,19,19.396429
68.910662,34,19.540846
56.899981,20,19.626247
68.092436,33,19.7736
-22.724935,15,19.836899
69.322185,41,20.020765
55.502888,41,20.199725
51.353754,19,20.282546
27.140402,42,20.462541
72.160465,41,20.63689
56.857665,18,20.713832
67.582963,30,20.840519
53.168273,18,20.916194
52.01881,18,20.992178
24.552339,41,21.891965
65.57117,28,22.010036
68.915037,37,22.165865
67.798923,26,22.275161
11.137188,41,22.445898
59.665813,25,22.550859
57.103052,22,22.642841
-22.470415,21,22.730605
52.734362,16,22.797863
51.577324,16,22.865076
53.088076,16,22.93137
72.611162,34,23.074383
55.737462,16,23.141034
51.066605,15,23.203926
51.958869,16,23.270923
50.365832,13,23.325618
63.24763,8,25.3914
47.018306,12,25.45375
-19.242517,12,25.514195
43.334683,15,25.589588
57.848522,38,25.784407
90.070596,23,25.896775
107.210385,32,26.053389
67.597937,40,26.252693
-28.027946,35,26.427105
98.497414,28,26.561709
96.624249,25,26.680749
103.78904,26,26.806959
42.824001,13,26.871279
77.579876,15,26.94594
72.185467,37,27.123283
43.83249,22,27.231178
47.007544,40,27.42508
-49.815708,27,27.554712
74.95487,24,27.672801
47.020602,11,27.727104
-40.301533,29,27.864921
93.129854,31,28.017959
16.267987,41,28.216959
0.386963,36,28.388383
45.825347,16,28.465198
6.095145,38,28.653358
43.293795,22,28.761839
0.323242,36,28.9382
41.004393,15,29.011707
92.074617,25,29.133856
40.177462,13,29.197767
-35.999147,28,29.33758
102.218844,27,29.46776
-29.209407,11,29.520691
59.665858,30,29.66804
45.162536,19,29.761812
-30.71986,10,29.811773
46.108391,14,29.882629
-31.475297,33,30.045008
28.260567,38,30.231707
7.328646,28,30.370975
100.275564,34,30.537297
42.039875,18,30.628836
-24.77224,39,30.826409
-41.8077,29,30.968034
50.003008,12,31.025686
27.19221,39,31.218725
48.282965,14,31.287417
55.078288,20,31.389819
-2.25224,35,31.564323
-2.140638,21,31.669155
87.90585,23,31.789666
40.325051,15,31.867993
41.222851,39,32.073205
48.627555,38,32.259874
48.890607,30,32.41168
51.450059,15,32.484989
-8.286456,19,32.575658
-27.444196,9,32.618191
98.020071,35,32.791994
100.997625,31,32.94046
-42.113828,25,33.059857
99.338372,32,33.212839
39.522318,23,33.329227
98.544069,29,33.467769
91.013233,28,33.605285
-21.874314,15,33.679171
48.388433,11,33.733961
48.276734,14,33.803589
47.809649,15,33.876807
45.801569,13,33.939223
101.377656,34,34.102876
-11.315798,19,34.197287
23.19801,39,34.389194
6.799298,37,34.567299
-26.980806,12,34.625015
50.632903,11,34.679091
68.28957,37,35.620213
-43.222204,26,35.744914
