#{"t_start": 1735350997.7429516, "env_id": "Hopper-v5"}
r,l,t6-10.362695,39,1.88497964.558354,42,1.943806
68.046692,40,2.114677
-8.058163,37,2.27253
71.719915,30,2.400585
77.577372,41,2.575501
55.107833,41,2.750267
59.470295,21,2.839823
59.541606,15,2.903539
72.321332,32,3.039459
62.299536,22,3.13465
15.555669,41,3.308109
49.352413,42,3.486462
31.196189,41,3.6612
50.694279,13,3.716452
46.316298,40,3.886154
50.353095,40,4.056199
56.82581,16,4.12409
56.105847,15,4.187682
61.487836,24,4.298271
58.924818,18,4.374579
53.332807,41,4.548045
48.991679,41,4.721749
51.421977,42,4.900456
78.439314,36,5.053446
41.083831,41,5.227467
74.522679,36,5.380208
49.061489,40,5.549131
70.486795,32,5.689472
67.280534,29,5.813897
75.128417,38,5.976975
65.988279,27,6.096651
31.600211,42,6.278847
33.993599,42,6.461554
78.622901,38,6.625314
36.444744,42,6.804958
56.836434,18,6.880881
17.314122,42,7.060392
77.475162,40,7.228736
67.192835,42,7.406989
55.396547,42,7.583302
75.873419,39,7.746912
54.896486,13,7.801661
60.369745,21,7.890032
70.007034,31,8.019918
63.329504,22,8.112672
36.867889,42,8.289299
8.940841,41,8.461369
61.778696,22,8.553794
81.300211,39,8.717544
58.086676,21,8.805777
75.124332,31,8.93562
67.81872,28,9.05323
63.122859,41,9.225223
68.754814,27,9.338434
71.086772,31,9.468615
77.350379,41,9.641731
58.964339,20,9.725445
58.139318,42,9.901516
64.722591,21,9.989765
57.058554,41,10.161829
81.824298,39,12.537132
69.426443,31,12.667181
67.3192,41,12.841218
53.872661,15,12.907441
84.564006,41,13.083325
68.577073,28,13.20407
68.736839,25,13.311056
71.92074,31,13.442182
52.706438,15,13.507625
71.119263,31,13.644273
49.574886,11,13.693395
51.685199,13,13.751245
62.934423,21,13.84672
58.43691,42,14.040377
58.73888,16,14.112915
71.312321,29,14.264515
57.828229,18,14.34228
66.481928,24,14.444115
56.283743,19,14.527513
52.535154,12,14.581534
38.445449,41,14.761246
68.321385,29,14.887787
59.928223,21,14.98074
65.46631,23,15.077919
60.329878,21,15.166769
74.995191,41,15.344342
71.96037,28,15.466486
53.307489,13,15.52272
69.689651,31,15.659566
54.673314,17,15.734793
86.224365,40,15.911782
69.626387,24,16.016963
56.646716,40,16.188357
58.132953,17,16.261729
43.508479,39,16.429682
58.571995,42,16.614416
70.249834,29,16.737345
59.386492,21,16.826129
60.446821,20,16.910457
41.487082,42,17.094122
51.327713,12,17.146774
64.812418,24,17.251783
67.798139,41,17.433381
54.191547,42,17.618584
35.152857,41,17.797064
70.892588,41,17.971691
69.159218,27,18.086135
52.897936,12,18.139124
72.829936,42,18.324625
71.423547,32,18.460485
59.129279,17,18.5323
54.743741,11,18.579144
75.876652,34,18.72909
73.946696,33,18.873939
69.496436,42,19.057293
74.677027,41,19.241255
65.669167,26,19.356593
61.641719,20,19.444273
70.440473,29,19.567389
41.757313,42,19.745564
80.226941,38,19.921729
70.134122,27,20.039468
56.587032,16,20.106867
25.62535,39,20.278911
57.994021,42,20.459357
61.652714,18,20.53844
61.133932,39,20.710784
73.915576,32,20.848991
63.437113,25,20.958762
61.284311,21,21.048195
54.326532,15,21.112104
56.715507,18,21.189298
51.207118,11,21.237563
78.737118,38,21.403032
38.636603,41,22.377601
51.717003,12,22.429872
41.823628,41,22.603506
65.535575,24,22.705816
71.570233,32,22.847957
63.861428,27,22.962998
70.005587,40,23.13231
55.696242,15,23.196042
51.725714,10,23.238533
65.219679,24,23.343263
46.457774,39,23.512635
57.853562,19,23.593589
76.209019,33,23.736303
51.741367,10,23.780439
57.252761,13,23.837487
75.880575,33,23.978332
59.661201,22,24.074473
63.837371,25,24.184537
66.800671,22,24.278562
73.280989,33,24.420734
66.995384,27,24.54037
57.734976,19,24.622385
64.885188,25,24.727952
77.026746,40,24.900721
59.158965,20,24.988042
48.404867,10,25.031754
60.001914,16,25.102587
50.22171,11,25.150146
63.45405,26,25.264633
70.415495,30,25.400362
