#{"t_start": 1735350997.578983, "env_id": "Hopper-v5"}
r,l,t
63.343108,26,1.866493
78.03543,35,2.016544
-20.447315,20,2.101784
69.346427,29,2.225724
61.430881,42,2.405135
25.628128,42,2.583933
55.775241,18,2.660917
75.025603,33,2.801623
68.845875,42,2.980386
72.954186,34,3.126155
35.905592,42,3.304173
64.754519,28,3.423565
-27.682973,14,3.482973
33.469092,42,3.661307
24.202545,42,3.840305
67.25905,42,4.018478
36.26889,42,4.196873
41.244259,42,4.374685
57.140321,42,4.553121
73.641333,41,4.727164
-12.583404,27,4.842975
37.93328,42,5.020071
31.101736,42,5.198277
65.266978,28,5.317009
75.093938,41,5.49109
79.748011,37,5.651509
69.948861,32,5.787727
64.40428,42,5.96757
67.315291,42,6.148755
71.287749,41,6.331464
8.254541,42,6.511402
65.046112,28,6.635597
49.421307,10,6.677907
20.386781,41,6.849951
71.774685,35,7.000688
77.262782,42,7.177166
55.631079,17,7.248061
74.56597,36,7.400974
66.443306,31,7.530864
77.030341,39,7.698243
24.784908,42,7.874828
71.042635,41,8.047703
45.930648,42,8.223775
73.116888,35,8.371159
53.201571,14,8.429822
81.559884,40,8.597694
73.773461,41,8.76985
23.435661,41,8.942179
71.436905,33,9.080318
68.619106,30,9.206256
66.8952,42,9.38246
67.658951,41,9.555125
50.729828,42,9.731252
36.666394,42,9.907507
83.486945,36,10.059207
51.133594,14,10.117375
67.429543,30,10.242985
7.747473,42,10.420075
70.881586,28,12.749537
40.066543,42,12.925312
31.350167,42,13.109683
67.173281,28,13.228004
55.823337,42,13.405147
57.96086,17,13.480348
-31.290758,11,13.527699
54.09254,14,13.587701
74.650992,40,13.764082
60.949484,41,13.951792
73.031613,41,14.137757
74.577944,33,14.293879
13.46079,42,14.482741
64.926446,26,14.595881
75.366586,38,14.760658
44.661037,42,14.947578
72.012985,32,15.083483
63.153705,24,15.185116
57.647739,19,15.265397
47.39232,42,15.449985
74.314615,35,15.603197
58.012571,17,15.677597
45.260464,42,15.863549
75.334011,41,16.044264
62.931947,22,16.141334
68.916987,30,16.271219
52.182846,42,16.448658
42.040961,42,16.632381
67.414675,26,16.746254
50.542783,11,16.793188
74.12379,36,16.945533
72.921904,32,17.08162
50.99364,42,17.266363
39.751181,42,17.450296
-3.236474,39,17.622838
76.11886,36,17.782435
63.796937,25,17.891583
60.636873,42,18.069508
69.325166,33,18.210101
66.730738,42,18.395339
81.123105,37,18.554331
66.357122,27,18.668758
72.821113,41,18.843609
55.455778,18,18.923492
51.257626,42,19.106918
54.537863,14,19.172065
83.482316,41,19.361625
71.870981,42,19.546289
26.34975,42,19.724796
73.515015,41,19.901823
58.119917,21,19.995999
26.270922,42,20.182974
65.542327,23,20.283486
57.990165,42,20.464138
60.035461,42,20.646374
47.802521,42,20.82601
73.31891,35,20.977261
-29.147545,12,21.030525
44.74252,42,21.214796
72.232619,33,21.35687
68.113252,29,21.484232
